Calendar Day일 2,POS Category Code,품목명,Manufacturer,Sales Amt,Sales (Bag),Sales SU,Unit Price,구분,유통사,금액,계절,할인여부,날짜
2018-04-22,MP,CNX 황사마스크 KF80대형3입, UKM Company,264600.0,49,2.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,264600,봄,False,2018-04-22
2018-04-22,MP,CNX 황사마스크 소형3입, UKM Company,243000.0,45,2.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,243000,봄,False,2018-04-22
2018-04-22,MP,CNX KF94방역용마스크베이직 대형1P, UKM Company,136000.0,68,1.0,2000.0,POS,롯데쇼핑㈜ 롯데마트,136000,봄,False,2018-04-22
2018-04-22,MP,CNX 황사용마스크플러스_대형10P, UKM Company,90300.0,7,1.0,12900.0,POS,롯데쇼핑㈜ 롯데마트,90300,봄,False,2018-04-22
2018-04-22,MG,CNX 블랙마스크 중형3입, UKM Company,54000.0,18,9.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,54000,봄,False,2018-04-22
2018-04-22,MG,CNX 스타일마스크 블랙 어린이용 3P, UKM Company,54000.0,18,9.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,54000,봄,False,2018-04-22
2018-04-22,MP,CNX 황사마스크뉴디자인플러스 중형3P, UKM Company,86400.0,16,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,86400,봄,False,2018-04-22
2018-04-23,MP,CNX 황사마스크 뉴(KF80)대형 3P 6G x 3EA, UKM Company,124200.0,23,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,124200,봄,False,2018-04-23
2018-04-23,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,81000.0,15,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,81000,봄,False,2018-04-23
2018-04-23,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,66000.0,22,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,66000,봄,False,2018-04-23
2018-04-23,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,108000.0,36,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,108000,봄,False,2018-04-23
2018-04-23,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,140000.0,35,1.0,4000.0,POS,롯데쇼핑㈜ 롯데마트,140000,봄,False,2018-04-23
2018-04-23,MP,CNX KF94 방역용 마스크 1입, UKM Company,7000.0,7,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,7000,봄,False,2018-04-23
2018-04-23,MG,CNX 가습촉촉 마스크 2입, UKM Company,13000.0,13,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,13000,봄,False,2018-04-23
2018-04-23,MG,CNX 스타일 마스크 3입, UKM Company,168000.0,56,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,168000,봄,False,2018-04-23
2018-04-23,MG,CNX 베이비 마스크 3입, UKM Company,114000.0,38,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,114000,봄,False,2018-04-23
2018-04-23,MP,CNX 황사마스크 KF80대형3입, UKM Company,837000.0,155,6.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,837000,봄,False,2018-04-23
2018-04-23,MP,CNX 황사마스크 소형3입, UKM Company,545400.0,101,4.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,545400,봄,False,2018-04-23
2018-04-23,MP,CNX KF94방역용마스크베이직 대형1P, UKM Company,274000.0,137,1.0,2000.0,POS,롯데쇼핑㈜ 롯데마트,274000,봄,False,2018-04-23
2018-04-23,MG,CNX 블랙마스크 중형3입, UKM Company,210000.0,70,35.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,210000,봄,False,2018-04-23
2018-04-23,MG,CNX 스타일마스크 블랙 어린이용 3P, UKM Company,69000.0,23,12.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,69000,봄,False,2018-04-23
2018-04-23,MP,CNX 황사마스크뉴디자인플러스 중형3P, UKM Company,129600.0,24,1.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,129600,봄,False,2018-04-23
2018-04-24,MP,CNX 황사마스크 뉴(KF80)대형 3P 6G x 3EA, UKM Company,86400.0,16,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,86400,봄,False,2018-04-24
2018-04-24,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,75600.0,14,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,75600,봄,False,2018-04-24
2018-04-24,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,66000.0,22,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,66000,봄,False,2018-04-24
2018-04-24,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,111000.0,37,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,111000,봄,False,2018-04-24
2018-04-24,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,148000.0,37,1.0,4000.0,POS,롯데쇼핑㈜ 롯데마트,148000,봄,False,2018-04-24
2018-04-24,MP,CNX KF94 방역용 마스크 1입, UKM Company,5000.0,5,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,5000,봄,False,2018-04-24
2018-04-24,MG,CNX 가습촉촉 마스크 2입, UKM Company,6000.0,6,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,6000,봄,False,2018-04-24
2018-04-24,MG,CNX 스타일 마스크 3입, UKM Company,132000.0,44,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,132000,봄,False,2018-04-24
2018-04-24,MG,CNX 베이비 마스크 3입, UKM Company,114000.0,38,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,114000,봄,False,2018-04-24
2018-04-24,MP,CNX 황사마스크 KF80대형3입, UKM Company,610200.0,113,5.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,610200,봄,False,2018-04-24
2018-04-24,MP,CNX 황사마스크 소형3입, UKM Company,469800.0,87,3.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,469800,봄,False,2018-04-24
2018-04-24,MP,CNX KF94방역용마스크베이직 대형1P, UKM Company,242000.0,121,1.0,2000.0,POS,롯데쇼핑㈜ 롯데마트,242000,봄,False,2018-04-24
2018-04-24,MP,CNX 황사용마스크플러스_대형10P, UKM Company,25800.0,2,0.0,12900.0,POS,롯데쇼핑㈜ 롯데마트,25800,봄,False,2018-04-24
2018-04-24,MG,CNX 블랙마스크 중형3입, UKM Company,156000.0,52,26.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,156000,봄,False,2018-04-24
2018-04-24,MG,CNX 스타일마스크 블랙 어린이용 3P, UKM Company,90000.0,30,15.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,90000,봄,False,2018-04-24
2018-04-24,MP,CNX 황사마스크뉴디자인플러스 중형3P, UKM Company,172800.0,32,1.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,172800,봄,False,2018-04-24
2018-04-25,MP,CNX 황사마스크 뉴(KF80)대형 3P 6G x 3EA, UKM Company,86400.0,16,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,86400,봄,False,2018-04-25
2018-04-25,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,54000.0,10,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,54000,봄,False,2018-04-25
2018-04-25,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,60000.0,20,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,60000,봄,False,2018-04-25
2018-04-25,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,72000.0,24,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,72000,봄,False,2018-04-25
2018-04-25,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,104000.0,26,1.0,4000.0,POS,롯데쇼핑㈜ 롯데마트,104000,봄,False,2018-04-25
2018-04-25,MP,CNX KF94 방역용 마스크 1입, UKM Company,5000.0,5,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,5000,봄,False,2018-04-25
2018-04-25,MG,CNX 가습촉촉 마스크 2입, UKM Company,5000.0,5,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,5000,봄,False,2018-04-25
2018-04-25,MG,CNX 스타일 마스크 3입, UKM Company,153000.0,51,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,153000,봄,False,2018-04-25
2018-04-25,MG,CNX 베이비 마스크 3입, UKM Company,51000.0,17,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,51000,봄,False,2018-04-25
2018-04-25,MP,CNX 황사마스크 KF80대형3입, UKM Company,448200.0,83,3.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,448200,봄,False,2018-04-25
2018-04-25,MP,CNX 황사마스크 소형3입, UKM Company,367200.0,68,3.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,367200,봄,False,2018-04-25
2018-04-25,MP,CNX KF94방역용마스크베이직 대형1P, UKM Company,230000.0,115,1.0,2000.0,POS,롯데쇼핑㈜ 롯데마트,230000,봄,False,2018-04-25
2018-04-25,MP,CNX 황사용마스크플러스_대형10P, UKM Company,12900.0,1,0.0,12900.0,POS,롯데쇼핑㈜ 롯데마트,12900,봄,False,2018-04-25
2018-04-25,MG,CNX 블랙마스크 중형3입, UKM Company,135000.0,45,23.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,135000,봄,False,2018-04-25
2018-04-25,MG,CNX 스타일마스크 블랙 어린이용 3P, UKM Company,45000.0,15,8.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,45000,봄,False,2018-04-25
2018-04-25,MP,CNX 황사마스크뉴디자인플러스 중형3P, UKM Company,75600.0,14,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,75600,봄,False,2018-04-25
2018-04-26,MP,CNX 황사마스크 뉴(KF80)대형 3P 6G x 3EA, UKM Company,48600.0,9,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,48600,봄,False,2018-04-26
2018-04-26,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,64800.0,12,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,64800,봄,False,2018-04-26
2018-04-26,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,78000.0,26,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,78000,봄,False,2018-04-26
2018-04-26,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,117000.0,39,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,117000,봄,False,2018-04-26
2018-04-26,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,152000.0,38,1.0,4000.0,POS,롯데쇼핑㈜ 롯데마트,152000,봄,False,2018-04-26
2018-04-26,MP,CNX KF94 방역용 마스크 1입, UKM Company,6000.0,6,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,6000,봄,False,2018-04-26
2018-04-26,MG,CNX 가습촉촉 마스크 2입, UKM Company,17000.0,17,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,17000,봄,False,2018-04-26
2018-04-26,MG,CNX 스타일 마스크 3입, UKM Company,90000.0,30,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,90000,봄,False,2018-04-26
2018-04-26,MG,CNX 베이비 마스크 3입, UKM Company,117000.0,39,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,117000,봄,False,2018-04-26
2018-04-26,MP,CNX 황사마스크 KF80대형3입, UKM Company,615600.0,114,5.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,615600,봄,False,2018-04-26
2018-04-26,MP,CNX 황사마스크 소형3입, UKM Company,513000.0,95,4.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,513000,봄,False,2018-04-26
2018-04-26,MP,CNX KF94방역용마스크베이직 대형1P, UKM Company,242000.0,121,1.0,2000.0,POS,롯데쇼핑㈜ 롯데마트,242000,봄,False,2018-04-26
2018-04-26,MP,CNX 황사용마스크플러스_대형10P, UKM Company,25800.0,2,0.0,12900.0,POS,롯데쇼핑㈜ 롯데마트,25800,봄,False,2018-04-26
2018-04-26,MG,CNX 블랙마스크 중형3입, UKM Company,171000.0,57,29.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,171000,봄,False,2018-04-26
2018-04-26,MG,CNX 스타일마스크 블랙 어린이용 3P, UKM Company,42000.0,14,7.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,42000,봄,False,2018-04-26
2018-04-26,MP,CNX 황사마스크뉴디자인플러스 중형3P, UKM Company,113400.0,21,1.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,113400,봄,False,2018-04-26
2018-04-27,MP,CNX 황사마스크 뉴(KF80)대형 3P 6G x 3EA, UKM Company,68850.0,13,0.0,5296.0,POS,롯데쇼핑㈜ 롯데마트,68850,봄,False,2018-04-27
2018-04-27,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,43200.0,8,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,43200,봄,False,2018-04-27
2018-04-27,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,57000.0,19,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,57000,봄,False,2018-04-27
2018-04-27,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,57000.0,19,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,57000,봄,False,2018-04-27
2018-04-27,MG,UKM 크리넥스 건강마스크 성인용 5P 6G x 5EA, UKM Company,3200.0,1,0.0,3200.0,POS,롯데쇼핑㈜ 롯데마트,3200,봄,False,2018-04-27
2018-04-27,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,80000.0,20,1.0,4000.0,POS,롯데쇼핑㈜ 롯데마트,80000,봄,False,2018-04-27
2018-04-27,MP,CNX KF94 방역용 마스크 1입, UKM Company,12000.0,12,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,12000,봄,False,2018-04-27
2018-04-27,MG,CNX 가습촉촉 마스크 2입, UKM Company,16000.0,16,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,16000,봄,False,2018-04-27
2018-04-27,MG,CNX 스타일 마스크 3입, UKM Company,126000.0,42,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,126000,봄,False,2018-04-27
2018-04-27,MG,CNX 베이비 마스크 3입, UKM Company,81000.0,27,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,81000,봄,False,2018-04-27
2018-04-27,MP,CNX 황사마스크 KF80대형3입, UKM Company,680400.0,126,5.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,680400,봄,False,2018-04-27
2018-04-27,MP,CNX 황사마스크 소형3입, UKM Company,340200.0,63,3.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,340200,봄,False,2018-04-27
2018-04-27,MP,CNX KF94방역용마스크베이직 대형1P, UKM Company,240000.0,120,1.0,2000.0,POS,롯데쇼핑㈜ 롯데마트,240000,봄,False,2018-04-27
2018-04-27,MG,CNX 블랙마스크 중형3입, UKM Company,132000.0,44,22.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,132000,봄,False,2018-04-27
2018-04-27,MG,CNX 스타일마스크 블랙 어린이용 3P, UKM Company,48000.0,16,8.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,48000,봄,False,2018-04-27
2018-04-27,MP,CNX 황사마스크뉴디자인플러스 중형3P, UKM Company,118800.0,22,1.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,118800,봄,False,2018-04-27
2018-04-28,MP,CNX 황사마스크 뉴(KF80)대형 3P 6G x 3EA, UKM Company,151200.0,28,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,151200,봄,False,2018-04-28
2018-04-28,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,118800.0,22,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,118800,봄,False,2018-04-28
2018-04-28,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,105000.0,35,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,105000,봄,False,2018-04-28
2018-04-28,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,123000.0,41,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,123000,봄,False,2018-04-28
2018-04-28,MG,UKM 크리넥스 건강마스크 성인용 5P 6G x 5EA, UKM Company,6400.0,2,0.0,3200.0,POS,롯데쇼핑㈜ 롯데마트,6400,봄,False,2018-04-28
2018-04-28,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,160000.0,40,1.0,4000.0,POS,롯데쇼핑㈜ 롯데마트,160000,봄,False,2018-04-28
2018-04-28,MP,CNX KF94 방역용 마스크 1입, UKM Company,19000.0,19,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,19000,봄,False,2018-04-28
2018-04-28,MG,CNX 가습촉촉 마스크 2입, UKM Company,18000.0,18,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,18000,봄,False,2018-04-28
2018-04-28,MG,CNX 스타일 마스크 3입, UKM Company,189000.0,63,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,189000,봄,False,2018-04-28
2018-04-28,MG,CNX 베이비 마스크 3입, UKM Company,210000.0,70,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,210000,봄,False,2018-04-28
2018-04-28,MP,CNX 황사마스크 KF80대형3입, UKM Company,1144800.0,212,8.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,1144800,봄,False,2018-04-28
2018-04-28,MP,CNX 황사마스크 소형3입, UKM Company,885600.0,164,7.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,885600,봄,False,2018-04-28
2018-04-28,MP,CNX KF94방역용마스크베이직 대형1P, UKM Company,378000.0,189,2.0,2000.0,POS,롯데쇼핑㈜ 롯데마트,378000,봄,False,2018-04-28
2018-04-28,MP,CNX 황사용마스크플러스_대형10P, UKM Company,25800.0,2,0.0,12900.0,POS,롯데쇼핑㈜ 롯데마트,25800,봄,False,2018-04-28
2018-04-28,MG,CNX 블랙마스크 중형3입, UKM Company,201000.0,67,34.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,201000,봄,False,2018-04-28
2018-04-28,MG,CNX 스타일마스크 블랙 어린이용 3P, UKM Company,90000.0,30,15.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,90000,봄,False,2018-04-28
2018-04-28,MP,CNX 황사마스크뉴디자인플러스 중형3P, UKM Company,124200.0,23,1.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,124200,봄,False,2018-04-28
2018-04-29,MP,CNX 황사마스크 뉴(KF80)대형 3P 6G x 3EA, UKM Company,97200.0,18,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,97200,봄,False,2018-04-29
2018-04-29,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,113400.0,21,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,113400,봄,False,2018-04-29
2018-04-29,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,78000.0,26,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,78000,봄,False,2018-04-29
2018-04-29,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,117000.0,39,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,117000,봄,False,2018-04-29
2018-04-29,MG,UKM 크리넥스 건강마스크 성인용 5P 6G x 5EA, UKM Company,3200.0,1,0.0,3200.0,POS,롯데쇼핑㈜ 롯데마트,3200,봄,False,2018-04-29
2018-04-29,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,120000.0,30,1.0,4000.0,POS,롯데쇼핑㈜ 롯데마트,120000,봄,False,2018-04-29
2018-04-29,MG,CNX 가습촉촉 마스크 2입, UKM Company,33000.0,33,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,33000,봄,False,2018-04-29
2018-04-29,MG,CNX 스타일 마스크 3입, UKM Company,216000.0,72,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,216000,봄,False,2018-04-29
2018-04-29,MG,CNX 베이비 마스크 3입, UKM Company,135000.0,45,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,135000,봄,False,2018-04-29
2018-04-29,MP,CNX 황사마스크 KF80대형3입, UKM Company,1101600.0,204,8.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,1101600,봄,False,2018-04-29
2018-04-29,MP,CNX 황사마스크 소형3입, UKM Company,891000.0,165,7.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,891000,봄,False,2018-04-29
2018-04-29,MP,CNX KF94방역용마스크베이직 대형1P, UKM Company,408000.0,204,2.0,2000.0,POS,롯데쇼핑㈜ 롯데마트,408000,봄,False,2018-04-29
2018-04-29,MP,CNX 황사용마스크플러스_대형10P, UKM Company,38700.0,3,0.0,12900.0,POS,롯데쇼핑㈜ 롯데마트,38700,봄,False,2018-04-29
2018-04-29,MG,CNX 블랙마스크 중형3입, UKM Company,270000.0,90,45.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,270000,봄,False,2018-04-29
2018-04-29,MG,CNX 스타일마스크 블랙 어린이용 3P, UKM Company,126000.0,42,21.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,126000,봄,False,2018-04-29
2018-04-29,MP,CNX 황사마스크뉴디자인플러스 중형3P, UKM Company,135000.0,25,1.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,135000,봄,False,2018-04-29
2018-04-30,MP,CNX 황사마스크 뉴(KF80)대형 3P 6G x 3EA, UKM Company,172800.0,32,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,172800,봄,False,2018-04-30
2018-04-30,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,97200.0,18,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,97200,봄,False,2018-04-30
2018-04-30,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,60000.0,20,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,60000,봄,False,2018-04-30
2018-04-30,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,213000.0,71,1.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,213000,봄,False,2018-04-30
2018-04-30,MG,UKM 크리넥스 건강마스크 성인용 5P 6G x 5EA, UKM Company,32000.0,10,0.0,3200.0,POS,롯데쇼핑㈜ 롯데마트,32000,봄,False,2018-04-30
2018-04-30,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,128000.0,32,1.0,4000.0,POS,롯데쇼핑㈜ 롯데마트,128000,봄,False,2018-04-30
2018-04-30,MP,CNX KF94 방역용 마스크 1입, UKM Company,3000.0,3,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,3000,봄,False,2018-04-30
2018-04-30,MG,CNX 가습촉촉 마스크 2입, UKM Company,21000.0,21,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,21000,봄,False,2018-04-30
2018-04-30,MG,CNX 스타일 마스크 3입, UKM Company,174000.0,58,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,174000,봄,False,2018-04-30
2018-04-30,MG,CNX 베이비 마스크 3입, UKM Company,210000.0,70,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,210000,봄,False,2018-04-30
2018-04-30,MP,CNX 황사마스크 KF80대형3입, UKM Company,1582200.0,293,12.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,1582200,봄,False,2018-04-30
2018-04-30,MP,CNX 황사마스크 소형3입, UKM Company,874800.0,162,6.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,874800,봄,False,2018-04-30
2018-04-30,MP,CNX KF94방역용마스크베이직 대형1P, UKM Company,490000.0,245,2.0,2000.0,POS,롯데쇼핑㈜ 롯데마트,490000,봄,False,2018-04-30
2018-04-30,MG,CNX 블랙마스크 중형3입, UKM Company,156000.0,52,26.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,156000,봄,False,2018-04-30
2018-04-30,MG,CNX 스타일마스크 블랙 어린이용 3P, UKM Company,69000.0,23,12.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,69000,봄,False,2018-04-30
2018-04-30,MP,CNX 황사마스크뉴디자인플러스 중형3P, UKM Company,113400.0,21,1.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,113400,봄,False,2018-04-30
2018-05-13,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,16200.0,3,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,16200,봄,False,2018-05-13
2018-05-13,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,3000.0,1,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,3000,봄,False,2018-05-13
2018-05-13,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,24000.0,8,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,24000,봄,False,2018-05-13
2018-05-13,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,12000.0,3,0.0,4000.0,POS,롯데쇼핑㈜ 롯데마트,12000,봄,False,2018-05-13
2018-05-13,MG,CNX 가습촉촉 마스크 2입, UKM Company,3000.0,3,0.0,1000.0,POS,롯데쇼핑㈜ 롯데마트,3000,봄,False,2018-05-13
2018-05-13,MG,CNX 스타일 마스크 3입, UKM Company,33000.0,11,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,33000,봄,False,2018-05-13
2018-05-13,MG,CNX 베이비 마스크 3입, UKM Company,18000.0,6,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,18000,봄,False,2018-05-13
2018-05-13,MP,CNX 황사마스크 KF80대형3입, UKM Company,75600.0,14,1.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,75600,봄,False,2018-05-13
2018-05-13,MP,CNX 황사마스크 소형3입, UKM Company,43200.0,8,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,43200,봄,False,2018-05-13
2018-05-13,MP,CNX KF94방역용마스크베이직 대형1P, UKM Company,34000.0,17,0.0,2000.0,POS,롯데쇼핑㈜ 롯데마트,34000,봄,False,2018-05-13
2018-05-13,MP,CNX 황사용마스크플러스_대형10P, UKM Company,25800.0,2,0.0,12900.0,POS,롯데쇼핑㈜ 롯데마트,25800,봄,False,2018-05-13
2018-05-13,MG,CNX 블랙마스크 중형3입, UKM Company,27000.0,9,5.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,27000,봄,False,2018-05-13
2018-05-13,MP,CNX 황사마스크뉴디자인플러스 중형3P, UKM Company,5400.0,1,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,5400,봄,False,2018-05-13
2018-05-14,MP,CNX 황사마스크 뉴(KF80)대형 3P 6G x 3EA, UKM Company,27000.0,5,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,27000,봄,False,2018-05-14
2018-05-14,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,5400.0,1,0.0,5400.0,POS,롯데쇼핑㈜ 롯데마트,5400,봄,False,2018-05-14
2018-05-14,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,57000.0,19,0.0,3000.0,POS,롯데쇼핑㈜ 롯데마트,57000,봄,False,2018-05-14
